"MAPPINGID","SOURCE_SYSTEM","TARGET_SYSTEM","ATTRIBUTE","KEY","VALUE","DESCRIPTION"
"26141","PAS","GSSP","CustomProvisionSequence-DPPO","Orthodontia Coverage_*_*_Ortho","13","Retrieving Provision Sequence"
"26142","PAS","GSSP","CustomProvisionSequence-DPPO","Coinsurance In-Network - Orthodontia_Orthodontic_*_Coinsurance","14","Retrieving Provision Sequence"
"26143","PAS","GSSP","CustomProvisionSequence-DPPO","Coinsurance Out-Network - Orthodontia_Orthodontic_*_Coinsurance","15","Retrieving Provision Sequence"
"26144","PAS","GSSP","CustomProvisionSequence-DPPO","Lifetime Maximum In Network Orthodontia_Orthodontic_*_LifetimeMaximum","16","Retrieving Provision Sequence"
"26145","PAS","GSSP","CustomProvisionSequence-DPPO","Lifetime Maximum Out of Network Orthodontia_Orthodontic_*_LifetimeMaximum","17","Retrieving Provision Sequence"
"26146","PAS","GSSP","CustomProvisionSequence-DPPO","Orthodontia Age Limit (Child)_*_*_Ortho","18","Retrieving Provision Sequence"
"26147","GSSP","CORE","MajescoAMDEND","ReinsateGroup","GrpChange|GROUPPREINSTATEMENT|Other",
"26149","GSSP","PAS","WithdrawProductNameCode","1003","LGL","NULL"
"26150","GSSP","PAS","WithdrawProductNameCode","704","VIS","NULL"
"26151","GSSP","PAS","WithdrawProductNameCode","402","STD","NULL"
"26152","GSSP","PAS","WithdrawProductNameCode","502","ACC","NULL"
"26153","GSSP","PAS","WithdrawProductNameCode","201","DHMO","NULL"
"26154","GSSP","PAS","WithdrawProductNameCode","202","DPPO","NULL"
"26155","GSSP","PAS","WithdrawProductNameCode","403","LTD","NULL"
"26156","GSSP","PAS","WithdrawProductNameCode","601","CIAA","NULL"
"26157","GSSP","PAS","WithdrawProductNameCode","504","HI","NULL"
"27041","GSSP","MAJESCO","Maj_Bil","Contract Specialist","CONTRACT_SPLST","billingroles"
"27042","GSSP","MAJESCO","Maj_Bil","Billing Specialist","BILLING_SPLST","billingroles"
"27039","GSSP","MAJESCO","Maj_Bil","Implementation Supervisor","IMPL_SPVR","billingroles"
"27040","GSSP","MAJESCO","Maj_Bil","Implementation Mgr","IMPL_MGR","billingroles"
"26162","MAJESCO","ICOMP","BrokerScale","836","DTL Scale",
"26166","PAS","METCHECK","Bankcode","JPMC","550367343","BankcodeForVoidEvents"
"26167","PAS","GSSP","SoldErrorCodes","MGUW00006","704","Getting products based on error code"
"26168","PAS","GSSP","SoldErrorCodes","MGUW00007","502","Getting products based on error code"
"26169","PAS","GSSP","SoldErrorCodes","MGUW00008","504","Getting products based on error code"
"26170","PAS","GSSP","SoldErrorCodes","MGUW00009","601","Getting products based on error code"
"26171","PAS","GSSP","SoldErrorCodes","MGUW00010","1003","Getting products based on error code"
"26172","GSSP","CORE","Maint.BeneTrustType","101","Individual","NULL"
"26173","GSSP","CORE","Maint.BeneTrustType","102","LIVINGTRUST","NULL"
"26174","GSSP","CORE","Maint.BeneTrustType","103","TESTAMENTARYTRUST","NULL"
"26175","GSSP","CORE","Maint.BeneTrustType","104","CHARITYORGANIZATION","NULL"
"26176","GSSP","CORE","Maint.BeneTrustType","105","ESTATE","NULL"
"26177","GSSP","CORE","Maint.BeneRoleType","101","PBE","NULL"
"26178","GSSP","CORE","Maint.BeneRoleType","102","CBE","NULL"
"26200","GSSP","CORE","MajescoAMDEND","ChangeEmployementStatus","MemberChanges|CHGEMPSTATUS|Other",
"26241","GSSP","CORE","MajescoAMDEND","ProductReinstate","GrpChange|PRDREINSTATEMENT|Other",
"26250","CORE","GSSP","Maint.BeneTrustType","Individual","101","NULL"
"26251","CORE","GSSP","Maint.BeneTrustType","LIVINGTRUST","102","NULL"
"26252","CORE","GSSP","Maint.BeneTrustType","TESTAMENTARYTRUST","103","NULL"
"26253","CORE","GSSP","Maint.BeneTrustType","CHARITYORGANIZATION","104","NULL"
"26254","CORE","GSSP","Maint.BeneTrustType","ESTATE","105","NULL"
"26255","CORE","GSSP","Maint.BeneRoleType","PBE","101","NULL"
"26256","CORE","GSSP","Maint.BeneRoleType","CBE","102","NULL"
"27110","MAJESCO","GDI","paymentMethod","CHECK","02",
"27111","MAJESCO","GDI","paymentMethod","LOCKBOX","02",
"27112","MAJESCO","GDI","paymentMethod","EFT","07",
"27113","MAJESCO","GDI","paymentMethod","CREDITCARD","09",
"26261","GSSP","CORE","MajescoAMDEND","SubGroupTermination","SubGrpChange|SubGrpTerminate|Other",
"26269","GSSP","CORE","Maint.ReinsProduct.NameCode","202","DPPO",
"26270","GSSP","CORE","Maint.ReinsProduct.NameCode","201","DHMO",
"26271","GSSP","CORE","Maint.ReinsProduct.NameCode","704","VIS",
"26272","GSSP","CORE","Maint.ReinsProduct.NameCode","105","BSCL",
"26273","GSSP","CORE","Maint.ReinsProduct.NameCode","109","BDEPLS",
"26274","GSSP","CORE","Maint.ReinsProduct.NameCode","110","BDEPLC",
"26275","GSSP","CORE","Maint.ReinsProduct.NameCode","107","OPTADD",
"26276","GSSP","CORE","Maint.ReinsProduct.NameCode","111","DADDS",
"26277","GSSP","CORE","Maint.ReinsProduct.NameCode","403","LTD",
"26278","GSSP","CORE","Maint.ReinsProduct.NameCode","402","STD",
"26279","GSSP","CORE","Maint.ReinsProduct.NameCode","502","ACC",
"26280","GSSP","CORE","Maint.ReinsProduct.NameCode","601","CIAA",
"26281","GSSP","CORE","Maint.ReinsProduct.NameCode","504","HI",
"26282","GSSP","CORE","Maint.ReinsProduct.NameCode","1003","LGL",
"26283","PAS","GSSP","GSSPsalaryMode","2080","Hourly","Retreiving PAS salaryMode"
"26284","GSSP","CORE","MaintenanceAddress","WORK","PrimaryAddress",
"26285","GSSP","CORE","MaintenanceAddress","HOME","Correspondence",
"26286","GSSP","CORE","MaintenanceAddress","BILL","SecondaryAddress",
"26287","MAJESCO","RESERVES","SourceCT","1036900013","A0005","Salary Continuation"
"26288","MAJESCO","RESERVES","SourceCT","1036900014","A0001","Pension"
"26289","MAJESCO","RESERVES","SourceCT","1036900015","A0008","Permanent Total Disability"
"26290","MAJESCO","RESERVES","SourceCT","1036900006","A0550","Federal Tax"
"26291","MAJESCO","RESERVES","SourceCT","1036900016","A0035","Unemployment"
"26292","MAJESCO","RESERVES","SourceCT","1036900017","A0026","Salary Continuation"
"26293","MAJESCO","RESERVES","SourceCT","1036900018","A0018","Govt. Disability Plan"
"26294","MAJESCO","RESERVES","SourceCT","1036900019","A0010","Retirement"
"26295","MAJESCO","RESERVES","SourceCT","1036900020","A0060","Occupational disease"
"27114","MAJESCO","GDI","paymentMethod","CC","09",
"26296","MAJESCO","RESERVES","SourceCT","1036900021","A0511","Group Insurance policy with ER Contribution"
"26297","MAJESCO","RESERVES","SourceCT","1036900023","A0017","Railroad Retirement Act"
"26298","MAJESCO","RESERVES","SourceCT","1036900003","A0012","Social Security Old Age Benefit"
"26300","MAJESCO","RESERVES","SourceCT","1036900024","A0036","Third party Income"
"26301","MAJESCO","RESERVES","SourceCT","1036900025","A0005","Salary Continuance"
"26302","MAJESCO","RESERVES","SourceCT","1036900026","A0042","Unemployment Income"
"26303","MAJESCO","RESERVES","SourceCT","1036900027","A0014","Govt. Pension Plan"
"26304","MAJESCO","RESERVES","SourceCT","1036900028","A0035","Unemployment Income"
"26305","MAJESCO","RESERVES","SourceCT","1036900029","A0005","Salary Continuation"
"26306","MAJESCO","RESERVES","SourceCT","1036900030","A0008","Permanent Total Disability"
"26307","MAJESCO","RESERVES","SourceCT","1036900031","A0009","Rehab Employment Income"
"26308","MAJESCO","RESERVES","SourceCT","1036900032","A0007","State Disability"
"26309","MAJESCO","RESERVES","SourceCT","1036900009","A0019","Social Security Old Age Benefit"
"26310","MAJESCO","RESERVES","SourceCT","1036900033","A0066","Federal Employee Retirement System"
"26311","MAJESCO","RESERVES","SourceCT","1036900005","A0004","Workers Compensation"
"26312","MAJESCO","RESERVES","SourceCT","1036900034","A0025","Maritime maintenance"
"26313","MAJESCO","RESERVES","SourceCT","1036900001","A0003","Social Security Disability Benefit"
"26314","MAJESCO","RESERVES","SourceCT","1036900002","A0552","STATEWRKDTAX"
"26315","MAJESCO","RESERVES","SourceCT","1036900035","A0011","ANNUITY"
"26316","MAJESCO","RESERVES","SourceCT","1036900012","A0007","State Disability"
"26317","MAJESCO","RESERVES","SourceCT","1036900036","A0002","Social Security"
"26318","MAJESCO","RESERVES","SourceCT","1036900004","A0199","Other"
"26319","MAJESCO","RESERVES","SourceCT","1036900037","A0066","State Teachers Retirement System"
"26320","MAJESCO","RESERVES","SourceCT","1036900038","A0028","Motor Vehicle Liability"
"26321","MAJESCO","RESERVES","SourceCT","1036900039","A0034","No Fault"
"26322","MAJESCO","RESERVES","SourceCT","1036900010","A0061","Unemployment"
"26323","MAJESCO","RESERVES","SourceCT","1036900040","A0520","Overpayment from Prior Claim"
"26324","MAJESCO","RESERVES","SourceCT","1036900011","A0551","State Resident Tax"
"26325","MAJESCO","RESERVES","SourceCT","1036900041","A0006","Accident & Sickness Benefit"
"26326","MAJESCO","RESERVES","SourceCT","1036900042","A0010","Employee Retirement Plan"
"26327","MAJESCO","RESERVES","SourceCT","1036900043","A0054","Workers Compensation"
"26328","MAJESCO","RESERVES","SourceCT","1036900008","A0002","Social Security Disability Benefit"
"26329","MAJESCO","RESERVES","SourceCT","1036900044","A0003","Dependent Social Security"
"26330","MAJESCO","RESERVES","SourceCT","1036900045","A0004","Workers Compensation"
"26331","MAJESCO","RESERVES","SourceCT","1036900046","A0067","Public Employee Retirement System"
"26332","MAJESCO","RESERVES","SourceCT","1036900048","A0555","Local Tax 3"
"26333","MAJESCO","RESERVES","SourceCT","1036900049","A0554","Local Tax 2"
"26334","MAJESCO","RESERVES","SourceCT","1036900050","A0520","Overpayment Recovery"
"26335","MAJESCO","RESERVES","SourceCT","1036900051","A0599","Miscellaneous Deduction - Post Tax"
"26336","MAJESCO","RESERVES","SourceCT","1036900052","A0620","Deduction Exemption"
"27115","MAJESCO","GDI","paymentMethod","ACH","07",
"26337","MAJESCO","RESERVES","SourceCT","1036900053","A0556","Local Tax 1"
"26338","MAJESCO","RESERVES","SourceCT","1036900054","A0553","Local Tax 4"
"26339","MAJESCO","RESERVES","SourceCT","1036900055","A0199","Miscellaneous Deduction - Pre Tax"
"26340","MAJESCO","RESERVES","SourceCT","1036900056","A0520","Overpayment Recovery Pay Other"
"26341","GSSP","MAJESCO","PROVISIONNAME_LGL7","LGL_GS","BROKERCOMMISSIONTYPE",
"26342","MAJESCO","GSSP","BillMonth","01","Jan","January"
"26343","MAJESCO","GSSP","BillMonth","02","Feb","February"
"26344","MAJESCO","GSSP","BillMonth","03","Mar","March"
"26345","MAJESCO","GSSP","BillMonth","04","Apr","April"
"26346","MAJESCO","GSSP","BillMonth","05","May","May"
"26347","MAJESCO","GSSP","BillMonth","06","Jun","June"
"26348","MAJESCO","GSSP","BillMonth","07","Jul","July"
"26349","MAJESCO","GSSP","BillMonth","08","Aug","August"
"26350","MAJESCO","GSSP","BillMonth","09","Sep","September"
"26351","MAJESCO","GSSP","BillMonth","10","Oct","October"
"26352","MAJESCO","GSSP","BillMonth","11","Nov","November"
"26353","MAJESCO","GSSP","BillMonth","12","Dec","December"
"26382","GSSP","PAS","answerDescription","VIS_TIERCT_Tier 4 -  Employee + Family","EEF","Retrieving Majesco Tier Value"
"26383","PAS","GSSP","answerDescription","DPPO_TIERCT_EES","Tier 2 -  Employee+Spouse","Retrieving Portal Tier Value"
"26384","PAS","GSSP","answerDescription","DPPO_TIERCT_EEC","Tier 3 -  Employee+Child(ren)","Retrieving Majesco Tier Value"
"26385","PAS","GSSP","answerDescription","DPPO_TIERCT_EEF","Tier 4 -  Employee + Family","Retrieving Majesco Tier Value"
"26386","PAS","GSSP","answerDescription","DHMO_TIERCT_EES","Tier 2 -  Employee+Spouse","Retrieving Portal Tier Value"
"26387","PAS","GSSP","answerDescription","DHMO_TIERCT_EEC","Tier 3 -  Employee+Child(ren)","Retrieving Majesco Tier Value"
"26388","PAS","GSSP","answerDescription","DHMO_TIERCT_EEF","Tier 4 -  Employee + Family","Retrieving Majesco Tier Value"
"26389","PAS","GSSP","answerDescription","VIS_TIERCT_EES","Tier 2 -  Employee+Spouse","Retrieving Portal Tier Value"
"26390","PAS","GSSP","answerDescription","VIS_TIERCT_EEC","Tier 3 -  Employee+Child(ren)","Retrieving Majesco Tier Value"
"26391","PAS","GSSP","answerDescription","VIS_TIERCT_EEF","Tier 4 -  Employee + Family","Retrieving Majesco Tier Value"
"26403","GSSP","CORE","MajescoAMDEND","gender-END","ClientChanges|GenderChange|Other",
"27043","GSSP","MAJESCO","Maj_Bil","Service Consultant","SERVICE_CON","billingroles"
"27044","GSSP","MAJESCO","Maj_Bil","Service Supervisor","SERVICE_SPVR","billingroles"
"27116","MAJESCO","GDI","paymentMethod","ATM","07",
"26508","GSSP","CORE","MajescoAMDEND","AddLocation","SubGrpChange|SubGrpAdd|Other",
"26563","GSSP","PAS","answerDescription","DPPO_TIERCT_Tier 1 - Employee","EES","Retrieving Majesco Tier Value"
"26564","GSSP","PAS","answerDescription","DHMO_TIERCT_Tier 1 - Employee","EES","Retrieving Majesco Tier Value"
"26565","GSSP","PAS","answerDescription","VIS_TIERCT_Tier 1 - Employee","EES","Retrieving Majesco Tier Value"
"26566","GSSP","PAS","answerDescription","DPPO_TIERCT_EES","Tier 1 - Employee","Retrieving Majesco Tier Value"
"26567","GSSP","PAS","answerDescription","DHMO_TIERCT_EES","Tier 1 - Employee","Retrieving Majesco Tier Value"
"26568","GSSP","PAS","answerDescription","VIS_TIERCT_EES","Tier 1 - Employee","Retrieving Majesco Tier Value"
"26569","PAS","GSSP","statusCode","Proposal Requoted","Proposal Ready","Retrieving GSSP statusCode based on PAS statusCode"
"27045","GSSP","MAJESCO","Maj_Bil","Service Mgr","SERVICE_MGR","billingroles"
"26582","GSSP","GEFT","DentalCNCCCode","traditional_Y_ADA1_Dep","5730","Retrieving Dental CNCC codes"
"26583","GSSP","GEFT","DentalCNCCCode","traditional_Y_ADA1_Self","6730","Retrieving Dental CNCC codes"
"26584","GSSP","GEFT","DentalCNCCCode","voluntary_Y_ADA1_Dep","5732","Retrieving Dental CNCC codes"
"26585","GSSP","GEFT","DentalCNCCCode","voluntary_Y_ADA1_Self","6732","Retrieving Dental CNCC codes"
"26586","GSSP","GEFT","DentalCNCCCode","traditional_N_ADA2_Dep","5700","Retrieving Dental CNCC codes"
"26587","GSSP","GEFT","DentalCNCCCode","traditional_N_ADA2_Self","6700","Retrieving Dental CNCC codes"
"26588","GSSP","GEFT","DentalCNCCCode","voluntary_N_ADA2_Dep","5702","Retrieving Dental CNCC codes"
"26589","GSSP","GEFT","DentalCNCCCode","voluntary_N_ADA2_Self","6702","Retrieving Dental CNCC codes"
"26590","GSSP","GEFT","DentalCNCCCode","traditional_Y_ADA3_Dep","5720","Retrieving Dental CNCC codes"
"26591","GSSP","GEFT","DentalCNCCCode","traditional_Y_ADA3_Self","6720","Retrieving Dental CNCC codes"
"26592","GSSP","GEFT","DentalCNCCCode","voluntary_Y_ADA3_Dep","5722","Retrieving Dental CNCC codes"
"26593","GSSP","GEFT","DentalCNCCCode","voluntary_Y_ADA3_Self","6722","Retrieving Dental CNCC codes"
"26594","GSSP","CORE","Maint.ReinsProduct.NameCode","DPPO","202",
"26595","GSSP","CORE","Maint.ReinsProduct.NameCode","DHMO","201",
"26596","GSSP","CORE","Maint.ReinsProduct.NameCode","VIS","704",
"26597","GSSP","CORE","Maint.ReinsProduct.NameCode","BSCL","105",
"26598","GSSP","CORE","Maint.ReinsProduct.NameCode","BDEPLS","109",
"26599","GSSP","CORE","Maint.ReinsProduct.NameCode","BDEPLC","110",
"26600","GSSP","CORE","Maint.ReinsProduct.NameCode","OPTADD","107",
"26601","GSSP","CORE","Maint.ReinsProduct.NameCode","DADDS","111",
"26602","GSSP","CORE","Maint.ReinsProduct.NameCode","LTD","403",
"26603","GSSP","CORE","Maint.ReinsProduct.NameCode","STD","402",
"26604","GSSP","CORE","Maint.ReinsProduct.NameCode","ACC","502",
"26605","GSSP","CORE","Maint.ReinsProduct.NameCode","CIAA","601",
"26606","GSSP","CORE","Maint.ReinsProduct.NameCode","HI","504",
"26607","GSSP","CORE","Maint.ReinsProduct.NameCode","LGL","1003",
"26608","GSSP","CORE","Maint.genderCode","Male","1",
"26609","GSSP","CORE","Maint.genderCode","Female","2",
"26610","GSSP","CORE","Maint.genderCode","Unknown","0",
"26611","GSSP","IIB","UserPersonaTypeCode","30004","TPA","Translating role Code"
"26612","GSSP","IIB","UserPersonaTypeCode","30005","GA","Translating role Code"
"26613","PAS","GSSP","Provison_BSCL_1","Maintainance_BSCL_Custom","Average Commission/Bonus (Months)_*_*","Retrieving Provision based on value"
"26614","PAS","GSSP","Provison_BSCL_2","Maintainance_BSCL_Custom","Maximum Benefit Amount_*_*","Retrieving Provision based on value"
"26615","PAS","GSSP","Provison_BSCL_3","Maintainance_BSCL_Custom","Definition of Earnings_*_*","Retrieving Provision based on value"
"26616","PAS","GSSP","Provison_BSCL_4","Maintainance_BSCL_Custom","Flat Amount_*_*","Retrieving Provision based on value"
"26617","PAS","GSSP","Provison_BSCL_5","Maintainance_BSCL_Custom","Disability Provision_*_*","Retrieving Provision based on value"
"26618","PAS","GSSP","Provison_OPTL_1","Maintainance_OPTL_Custom","Increment Amount_*_*","Retrieving Provision based on value"
"26619","PAS","GSSP","Provison_OPTL_2","Maintainance_OPTL_Custom","Maximum Core Coverage Amount_*_*","Retrieving Provision based on value"
"26620","PAS","GSSP","Provison_OPTL_3","Maintainance_OPTL_Custom","Guaranteed Issue Amount_*_*","Retrieving Provision based on value"
"26621","PAS","GSSP","Provison_OPTL_4","Maintainance_OPTL_Custom","Definition of Earnings_*_*","Retrieving Provision based on value"
"26622","PAS","GSSP","Provison_OPTL_5","Maintainance_OPTL_Custom","Average Commission/Bonus (Months)_*_*","Retrieving Provision based on value"
"26623","PAS","GSSP","Maintainance_OPTL_1","Maintainance_Increment Amount_*_*","Supplemental Life and AD&D benefit","NULL"
"26624","PAS","GSSP","Maintainance_OPTL_2","Maintainance_Maximum Core Coverage Amount_*_*","Maximum Benefit","NULL"
"26625","PAS","GSSP","Maintainance_OPTL_3","Maintainance_Guaranteed Issue Amount_*_*","Medical Evidence of Insurability (MEOI)","NULL"
"26626","PAS","GSSP","Maintainance_OPTL_4","Maintainance_Definition of Earnings_*_*","Definition of Earnings","NULL"
"26627","PAS","GSSP","Maintainance_OPTL_5","Maintainance_Average Commission/Bonus (Months)_*_*","Average Commission/Bonus","NULL"
"26628","PAS","GSSP","Maintainance_BSCL_1","Maintainance_Disability Provision_*_*","Disability Provision","NULL"
"26629","PAS","GSSP","Maintainance_BSCL_2","Maintainance_Maximum Benefit Amount_*_*","Maximum Benefit","NULL"
"26630","PAS","GSSP","Maintainance_BSCL_3","Maintainance_Flat Amount_*_*","Basic Life and AD&D Benefit","NULL"
"26631","PAS","GSSP","Maintainance_BSCL_4","Maintainance_Definition of Earnings_*_*","Definition of Earnings","NULL"
"26632","PAS","GSSP","Maintainance_BSCL_5","Maintainance_Average Commission/Bonus (Months)_*_*","Average Commission/Bonus","NULL"
"26633","PAS","GSSP","Maintainance_Sequence_OPTL","Maintainance_Supplemental Life and AD&D benefit","1","Retrieving Provision Sequence"
